Time,Temperature,Humidity,Moisture,MoistureClass,LightValue,Lights,PiTemperature,Height,SonicDistance,Image,WaterGiven
Tue Jan 29 17:20:09 2019,16.0,61.0,615,Wet,322,True,37.6,12.0,49.0,,0.0
Tue Jan 29 17:30:09 2019,16.0,62.0,615,Wet,139,True,37.6,12.0,49.0,,0.0
Tue Jan 29 17:40:10 2019,15.0,61.0,614,Wet,49,True,37.6,12.0,49.0,,0.0
Tue Jan 29 17:50:10 2019,15.0,61.0,616,Wet,7,False,37.6,12.0,49.0,,0.0
Tue Jan 29 18:00:10 2019,15.0,62.0,617,Wet,0,False,38.1,12.0,49.0,,0.0
Tue Jan 29 18:10:11 2019,15.0,71.0,616,Wet,0,False,38.1,12.0,49.0,,0.0
Tue Jan 29 18:20:11 2019,15.0,70.0,617,Wet,0,False,37.6,12.0,49.0,,0.0
Tue Jan 29 18:30:11 2019,15.0,71.0,617,Wet,0,False,37.6,12.0,49.0,,0.0
Tue Jan 29 18:40:11 2019,15.0,71.0,616,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 18:50:11 2019,14.0,71.0,616,Wet,0,False,37.6,12.0,49.0,,0.0
Tue Jan 29 19:00:12 2019,14.0,70.0,616,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 19:10:12 2019,14.0,71.0,614,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 19:20:12 2019,14.0,70.0,615,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 19:30:12 2019,14.0,70.0,614,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 19:40:13 2019,14.0,70.0,613,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 19:50:13 2019,14.0,70.0,611,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 20:00:13 2019,14.0,70.0,610,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 20:10:13 2019,14.0,70.0,610,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 20:20:13 2019,14.0,71.0,609,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 20:30:14 2019,14.0,70.0,607,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 20:40:14 2019,14.0,70.0,608,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 20:50:14 2019,14.0,70.0,607,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 21:00:14 2019,14.0,70.0,605,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 21:10:15 2019,14.0,69.0,605,Wet,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 21:20:15 2019,14.0,70.0,605,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 21:30:15 2019,14.0,70.0,605,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 21:40:15 2019,14.0,69.0,604,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 21:50:15 2019,14.0,69.0,603,Wet,0,False,37.6,12.0,49.0,,0.0
Tue Jan 29 22:00:16 2019,14.0,69.0,604,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 22:10:16 2019,14.0,70.0,602,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 22:20:16 2019,14.0,70.0,603,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 22:30:16 2019,14.0,69.0,601,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 22:40:16 2019,14.0,69.0,601,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 22:50:17 2019,14.0,70.0,601,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 23:00:17 2019,14.0,70.0,600,Wet,0,False,36.5,12.0,49.0,,0.0
Tue Jan 29 23:10:17 2019,14.0,69.0,601,Wet,0,False,37.0,13.0,48.0,,0.0
Tue Jan 29 23:20:17 2019,14.0,67.0,599,Moist,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 23:30:17 2019,15.0,65.0,596,Moist,0,False,37.6,12.0,49.0,,0.0
Tue Jan 29 23:40:18 2019,15.0,64.0,595,Moist,0,False,37.0,12.0,49.0,,0.0
Tue Jan 29 23:50:18 2019,15.0,64.0,594,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 00:00:18 2019,15.0,64.0,592,Moist,0,False,37.6,12.0,49.0,,0.0
Wed Jan 30 00:10:18 2019,14.0,65.0,593,Moist,0,False,37.6,12.0,49.0,,0.0
Wed Jan 30 00:20:18 2019,14.0,65.0,592,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 00:30:19 2019,14.0,66.0,592,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 00:40:19 2019,14.0,66.0,595,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 00:50:19 2019,14.0,67.0,593,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 01:00:19 2019,14.0,67.0,592,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 01:10:19 2019,14.0,67.0,592,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 01:20:20 2019,13.0,68.0,590,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 01:30:20 2019,13.0,68.0,590,Moist,0,False,37.0,12.0,49.0,,0.0
Wed Jan 30 01:40:20 2019,13.0,68.0,590,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 01:50:20 2019,13.0,68.0,588,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 02:00:20 2019,13.0,68.0,587,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 02:10:21 2019,13.0,68.0,585,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 02:20:21 2019,13.0,68.0,585,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 02:30:21 2019,13.0,68.0,584,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 02:40:21 2019,13.0,67.0,584,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 02:50:21 2019,13.0,67.0,583,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 03:00:22 2019,13.0,67.0,583,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 03:10:22 2019,13.0,67.0,582,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 03:20:22 2019,13.0,68.0,581,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 03:30:22 2019,13.0,68.0,581,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 03:40:23 2019,13.0,68.0,580,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 03:50:23 2019,13.0,68.0,579,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 04:00:23 2019,13.0,68.0,579,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 04:10:23 2019,13.0,67.0,578,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 04:20:23 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 04:30:24 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 04:40:24 2019,13.0,67.0,576,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 04:50:24 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 05:00:24 2019,13.0,67.0,577,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 05:10:25 2019,13.0,67.0,576,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 05:20:25 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 05:30:25 2019,13.0,67.0,576,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 05:40:25 2019,13.0,67.0,576,Moist,0,False,36.5,12.0,49.0,,0.0
Wed Jan 30 05:50:25 2019,13.0,67.0,577,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:00:26 2019,13.0,67.0,576,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:10:26 2019,13.0,67.0,577,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:20:26 2019,13.0,67.0,578,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:30:26 2019,13.0,67.0,577,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:40:26 2019,13.0,67.0,577,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 06:50:27 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 07:00:27 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 07:10:27 2019,13.0,67.0,578,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 07:20:27 2019,13.0,67.0,578,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 07:30:28 2019,13.0,67.0,578,Moist,0,False,35.4,12.0,49.0,,0.0
Wed Jan 30 07:40:28 2019,13.0,67.0,576,Moist,0,False,35.9,12.0,49.0,,0.0
Wed Jan 30 07:50:28 2019,13.0,67.0,575,Moist,2,False,35.4,12.0,49.0,,0.0
Wed Jan 30 08:00:28 2019,13.0,67.0,576,Moist,7,False,35.4,12.0,49.0,,0.0
Wed Jan 30 08:10:28 2019,13.0,67.0,574,Moist,39,True,35.4,12.0,49.0,,0.0
Wed Jan 30 08:20:29 2019,13.0,67.0,574,Moist,121,True,35.4,12.0,49.0,,0.0
Wed Jan 30 08:30:29 2019,13.0,67.0,572,Moist,270,True,35.9,13.0,48.0,,0.0
Wed Jan 30 08:40:30 2019,13.0,67.0,574,Moist,629,True,36.5,13.0,48.0,,0.0
Wed Jan 30 08:50:31 2019,14.0,64.0,571,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 09:00:31 2019,14.0,62.0,573,Moist,759,True,36.5,13.0,48.0,,0.0
Wed Jan 30 09:10:32 2019,14.0,62.0,571,Moist,758,True,36.5,13.0,48.0,,0.0
Wed Jan 30 09:20:32 2019,14.0,64.0,573,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 09:30:33 2019,14.0,65.0,574,Moist,757,True,36.5,13.0,48.0,,0.0
Wed Jan 30 09:40:33 2019,14.0,66.0,572,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 09:50:34 2019,14.0,66.0,571,Moist,757,True,36.5,13.0,48.0,,0.0
Wed Jan 30 10:00:34 2019,14.0,67.0,575,Moist,758,True,36.5,13.0,48.0,,0.0
Wed Jan 30 10:10:35 2019,14.0,68.0,575,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 10:20:35 2019,14.0,68.0,578,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 10:30:36 2019,14.0,69.0,579,Moist,759,True,37.0,12.0,49.0,,0.0
Wed Jan 30 10:40:36 2019,14.0,70.0,578,Moist,758,True,37.0,12.0,49.0,,0.0
Wed Jan 30 10:50:37 2019,14.0,70.0,578,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 11:00:37 2019,14.0,69.0,579,Moist,762,True,37.0,12.0,49.0,,0.0
Wed Jan 30 11:10:38 2019,14.0,68.0,577,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 11:20:38 2019,14.0,67.0,577,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 11:30:39 2019,14.0,65.0,576,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 11:40:39 2019,14.0,65.0,574,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 11:50:40 2019,14.0,68.0,573,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 12:00:40 2019,14.0,68.0,574,Moist,757,True,37.0,12.0,49.0,,0.0
Wed Jan 30 12:10:41 2019,14.0,69.0,574,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 12:20:41 2019,14.0,69.0,575,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 12:30:42 2019,14.0,69.0,574,Moist,758,True,37.0,12.0,49.0,,0.0
Wed Jan 30 12:40:42 2019,14.0,68.0,573,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 12:50:43 2019,14.0,0.0,573,Moist,757,True,37.0,12.0,49.0,,0.0
Wed Jan 30 13:00:44 2019,14.0,68.0,571,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 13:10:44 2019,14.0,68.0,570,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 13:20:44 2019,14.0,68.0,571,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 13:30:45 2019,14.0,67.0,569,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 13:40:45 2019,14.0,67.0,570,Moist,759,True,37.0,12.0,49.0,,0.0
Wed Jan 30 13:50:46 2019,14.0,67.0,567,Moist,758,True,37.0,12.0,49.0,,0.0
Wed Jan 30 14:00:46 2019,14.0,67.0,569,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 14:10:47 2019,14.0,67.0,569,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 14:20:47 2019,14.0,68.0,567,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 14:30:48 2019,14.0,68.0,568,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 14:40:49 2019,14.0,67.0,568,Moist,759,True,37.0,12.0,49.0,,0.0
Wed Jan 30 14:50:49 2019,15.0,62.0,566,Moist,758,True,37.0,12.0,49.0,,0.0
Wed Jan 30 15:00:50 2019,15.0,63.0,566,Moist,759,True,36.5,12.0,49.0,,0.0
Wed Jan 30 15:10:50 2019,15.0,62.0,568,Moist,759,True,37.6,12.0,49.0,,0.0
Wed Jan 30 15:20:50 2019,15.0,61.0,564,Moist,758,True,37.6,37.0,24.0,,0.0
Wed Jan 30 15:30:51 2019,15.0,62.0,566,Moist,758,True,37.6,12.0,49.0,,0.0
Wed Jan 30 15:40:51 2019,15.0,62.0,563,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 15:50:52 2019,15.0,62.0,562,Moist,758,True,37.0,11.0,50.0,,0.0
Wed Jan 30 16:00:53 2019,14.0,63.0,561,Moist,758,True,37.0,12.0,49.0,,0.0
Wed Jan 30 16:10:53 2019,14.0,64.0,562,Moist,758,True,36.5,12.0,49.0,,0.0
Wed Jan 30 16:20:54 2019,14.0,64.0,561,Moist,758,True,36.5,11.0,50.0,,0.0
Wed Jan 30 16:30:54 2019,14.0,65.0,561,Moist,759,True,37.0,12.0,49.0,,0.0
Wed Jan 30 16:40:55 2019,14.0,66.0,560,Moist,757,True,36.5,12.0,49.0,,0.0
Wed Jan 30 16:50:55 2019,13.0,66.0,560,Moist,757,True,35.9,11.0,50.0,,0.0
Wed Jan 30 17:00:56 2019,13.0,66.0,558,Moist,595,True,36.5,11.0,50.0,,0.0
Wed Jan 30 17:10:56 2019,13.0,66.0,559,Moist,402,True,36.5,11.0,50.0,,0.0
Wed Jan 30 17:20:57 2019,13.0,68.0,560,Moist,250,True,36.5,10.0,51.0,,0.0
Wed Jan 30 17:30:57 2019,13.0,68.0,562,Moist,167,True,37.0,11.0,50.0,,0.0
Wed Jan 30 17:40:58 2019,13.0,72.0,563,Moist,78,True,36.5,10.0,51.0,,0.0
Wed Jan 30 17:50:58 2019,14.0,74.0,563,Moist,23,True,37.0,10.0,51.0,,0.0
Wed Jan 30 18:00:59 2019,14.0,72.0,562,Moist,1,False,36.5,10.0,51.0,,0.0
Wed Jan 30 18:10:59 2019,13.0,71.0,562,Moist,0,False,36.5,10.0,51.0,,0.0
Wed Jan 30 18:20:59 2019,13.0,72.0,562,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Jan 30 18:30:59 2019,13.0,72.0,562,Moist,0,False,36.5,10.0,51.0,,0.0
Wed Jan 30 18:41:00 2019,13.0,72.0,562,Moist,0,False,35.9,10.0,51.0,,0.0
Wed Jan 30 18:51:00 2019,13.0,72.0,560,Moist,0,False,36.5,10.0,51.0,,0.0
Wed Jan 30 19:00:02 2019,13.0,72.0,562,Moist,0,False,37.0,10.0,51.0,,0.0
Wed Jan 30 19:10:02 2019,13.0,72.0,564,Moist,0,False,36.5,10.0,51.0,,0.0
Wed Jan 30 19:20:03 2019,13.0,71.0,563,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 19:30:03 2019,13.0,72.0,561,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 19:40:03 2019,13.0,71.0,562,Moist,0,False,35.4,10.0,51.0,,0.0
Wed Jan 30 19:50:03 2019,13.0,71.0,560,Moist,0,False,35.9,10.0,51.0,,0.0
Wed Jan 30 20:00:03 2019,13.0,71.0,560,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 20:10:04 2019,13.0,71.0,562,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Jan 30 20:20:04 2019,13.0,71.0,560,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 20:30:04 2019,13.0,70.0,560,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 20:40:04 2019,13.0,70.0,560,Moist,0,False,37.0,11.0,50.0,,0.0
Wed Jan 30 20:50:03 2019,13.0,70.0,560,Moist,0,False,47.8,11.0,50.0,,0.0
Wed Jan 30 21:00:02 2019,13.0,70.0,558,Moist,0,False,39.7,11.0,50.0,,0.0
Wed Jan 30 21:10:03 2019,13.0,69.0,560,Moist,0,False,38.6,11.0,50.0,,0.0
Wed Jan 30 21:20:01 2019,14.0,69.0,559,Moist,0,False,37.0,10.0,51.0,,0.0
Wed Jan 30 21:30:02 2019,13.0,68.0,557,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Jan 30 21:40:02 2019,13.0,69.0,555,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 21:50:02 2019,13.0,69.0,554,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 22:00:02 2019,13.0,69.0,553,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 22:10:02 2019,13.0,70.0,552,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 22:20:02 2019,13.0,70.0,551,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 22:30:03 2019,13.0,71.0,551,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 22:40:03 2019,13.0,71.0,551,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 22:50:03 2019,13.0,71.0,551,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 23:00:03 2019,13.0,71.0,550,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 23:10:04 2019,13.0,70.0,551,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Jan 30 23:20:04 2019,13.0,70.0,551,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Jan 30 23:30:26 2019,0.0,0.0,551,Moist,0,False,30.0,8.0,53.0,,0.0
Wed Jan 30 23:40:26 2019,13.0,70.0,538,Moist,0,False,34.9,10.0,51.0,,0.0
Wed Jan 30 23:50:26 2019,13.0,71.0,528,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 00:00:27 2019,13.0,72.0,521,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 00:10:27 2019,13.0,71.0,521,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 00:20:27 2019,13.0,71.0,510,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 00:30:27 2019,13.0,71.0,507,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 00:40:28 2019,13.0,70.0,503,Moist,0,False,35.9,10.0,51.0,,0.0
Thu Jan 31 00:50:28 2019,13.0,70.0,500,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:00:28 2019,13.0,71.0,499,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:10:28 2019,13.0,69.0,498,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:20:28 2019,13.0,71.0,496,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:30:29 2019,13.0,71.0,495,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:40:29 2019,13.0,71.0,493,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 01:50:29 2019,13.0,71.0,487,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 02:00:29 2019,13.0,70.0,484,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 02:10:29 2019,13.0,70.0,483,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 02:20:30 2019,13.0,70.0,481,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 02:30:30 2019,13.0,70.0,477,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 02:40:30 2019,13.0,70.0,473,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 02:50:30 2019,13.0,71.0,471,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 03:00:31 2019,13.0,70.0,467,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 03:10:31 2019,13.0,71.0,464,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 03:20:31 2019,13.0,71.0,461,Moist,0,False,35.4,9.0,52.0,,0.0
Thu Jan 31 03:30:31 2019,13.0,70.0,461,Moist,0,False,36.5,9.0,52.0,,0.0
Thu Jan 31 03:40:31 2019,14.0,68.0,456,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 03:50:32 2019,14.0,67.0,455,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 04:00:32 2019,14.0,63.0,452,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 04:10:32 2019,14.0,64.0,450,Moist,0,False,35.9,10.0,51.0,,0.0
Thu Jan 31 04:20:32 2019,14.0,66.0,465,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 04:30:33 2019,14.0,67.0,465,Moist,0,False,35.9,10.0,51.0,,0.0
Thu Jan 31 04:40:33 2019,14.0,67.0,456,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 04:50:33 2019,13.0,67.0,452,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 05:00:33 2019,13.0,68.0,452,Moist,0,False,34.9,10.0,51.0,,0.0
Thu Jan 31 05:10:33 2019,13.0,69.0,443,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 05:20:34 2019,13.0,68.0,440,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 05:30:34 2019,13.0,69.0,442,Moist,0,False,35.4,9.0,52.0,,0.0
Thu Jan 31 05:40:34 2019,13.0,69.0,443,Moist,0,False,35.4,10.0,51.0,,0.0
Thu Jan 31 05:50:34 2019,13.0,69.0,433,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 06:00:35 2019,14.0,65.0,431,Moist,0,False,36.5,9.0,52.0,,0.0
Thu Jan 31 06:10:35 2019,14.0,64.0,427,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 06:20:35 2019,14.0,63.0,436,Moist,0,False,36.5,9.0,52.0,,0.0
Thu Jan 31 06:30:35 2019,14.0,61.0,435,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 06:40:35 2019,14.0,64.0,432,Moist,0,False,35.9,10.0,51.0,,0.0
Thu Jan 31 06:50:36 2019,14.0,65.0,429,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 07:00:36 2019,14.0,65.0,426,Moist,0,False,36.5,9.0,52.0,,0.0
Thu Jan 31 07:10:36 2019,14.0,66.0,429,Moist,0,False,36.5,35.0,26.0,,0.0
Thu Jan 31 07:20:36 2019,13.0,67.0,425,Moist,0,False,35.9,9.0,52.0,,0.0
Thu Jan 31 07:30:36 2019,14.0,66.0,424,Moist,0,False,36.5,10.0,51.0,,0.0
Thu Jan 31 07:40:37 2019,14.0,65.0,420,Moist,0,False,37.0,10.0,51.0,,0.0
Thu Jan 31 07:50:37 2019,14.0,63.0,416,Moist,6,False,36.5,10.0,51.0,,0.0
Thu Jan 31 08:00:37 2019,14.0,60.0,412,Moist,57,True,37.0,10.0,51.0,,0.0
Thu Jan 31 08:10:38 2019,14.0,63.0,420,Moist,206,True,36.5,10.0,51.0,,0.0
Thu Jan 31 08:20:38 2019,14.0,65.0,418,Moist,466,True,35.9,10.0,51.0,,0.0
Thu Jan 31 08:30:39 2019,14.0,66.0,416,Moist,581,True,36.5,10.0,51.0,,0.0
Thu Jan 31 08:40:39 2019,14.0,66.0,410,Moist,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 08:50:40 2019,14.0,65.0,405,Moist,758,True,37.0,10.0,51.0,,0.0
Thu Jan 31 09:00:40 2019,14.0,64.0,402,Moist,757,True,37.0,10.0,51.0,,0.0
Thu Jan 31 09:10:41 2019,14.0,63.0,402,Moist,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 09:20:41 2019,15.0,62.0,255,Dry,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 09:30:42 2019,15.0,61.0,399,Moist,758,True,36.5,9.0,52.0,,0.0
Thu Jan 31 09:40:42 2019,15.0,61.0,400,Moist,757,True,37.0,9.0,52.0,,0.0
Thu Jan 31 09:50:43 2019,15.0,65.0,395,Moist,758,True,37.0,9.0,52.0,,0.0
Thu Jan 31 10:00:43 2019,14.0,67.0,401,Moist,757,True,37.0,10.0,51.0,,0.0
Thu Jan 31 10:10:44 2019,14.0,71.0,413,Moist,757,True,37.0,10.0,51.0,,0.0
Thu Jan 31 10:20:44 2019,14.0,71.0,401,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 10:30:45 2019,14.0,70.0,401,Moist,758,True,37.0,10.0,51.0,,0.0
Thu Jan 31 10:40:45 2019,14.0,71.0,398,Moist,511,True,36.5,10.0,51.0,,0.0
Thu Jan 31 10:50:46 2019,14.0,70.0,413,Moist,756,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:00:46 2019,14.0,70.0,397,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:10:47 2019,14.0,70.0,390,Moist,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:20:47 2019,14.0,69.0,386,Moist,756,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:30:48 2019,14.0,69.0,385,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:40:48 2019,14.0,69.0,383,Moist,756,True,36.5,10.0,51.0,,0.0
Thu Jan 31 11:50:49 2019,14.0,70.0,379,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 12:00:49 2019,14.0,70.0,377,Moist,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 12:10:50 2019,14.0,70.0,383,Moist,758,True,36.5,9.0,52.0,,0.0
Thu Jan 31 12:20:51 2019,14.0,70.0,385,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 12:30:51 2019,14.0,70.0,391,Moist,757,True,36.5,10.0,51.0,,0.0
Thu Jan 31 12:40:52 2019,14.0,70.0,378,Moist,758,True,36.5,9.0,52.0,,0.0
Thu Jan 31 12:50:52 2019,15.0,70.0,394,Moist,758,True,36.5,10.0,51.0,,0.0
Thu Jan 31 13:00:53 2019,14.0,70.0,378,Moist,758,True,36.5,10.0,51.0,,0.0
